x,y,z
2.368282735160833763e+00,2.246605126253441720e-01,1.654670151106706788e+00
2.369996425374598203e+00,2.203138657189378513e-01,1.654108758449775785e+00
2.284180607614789693e+00,1.890991323703544724e-02,1.383267390032973942e+00
2.378003289349390759e+00,2.175977457020947525e-01,1.651623512167076369e+00
2.380190551968762946e+00,2.164207854858440916e-01,1.650125173097198861e+00
2.383678843585978591e+00,2.141966534779323750e-01,1.647419833994710148e+00
2.409863092827469355e+00,2.064955372302813286e-01,1.623050674294571172e+00
2.409813829389959583e+00,1.997784090587048089e-01,1.623104676006234648e+00
2.398731027927845982e+00,1.990261261275937388e-01,1.635681750013495028e+00
2.396990365961123803e+00,1.947050613811438236e-01,1.638714033635299216e+00
2.409461864742479253e+00,1.923304819210422956e-01,1.626302682645650144e+00
2.411987305633795042e+00,1.894323283093869437e-01,1.623902129668169936e+00
2.414700791569851290e+00,1.863545785157505741e-01,1.620561237037273061e+00
2.417312489698281830e+00,1.836281669682779116e-01,1.615997276931763649e+00
2.417057967460010115e+00,1.785477773288305092e-01,1.615241805403773823e+00
2.419126098517629941e+00,1.765931545844357797e-01,1.614617943100248754e+00
2.404016838626874986e+00,1.775422934086009208e-01,1.630362971089846624e+00
2.399118108316498965e+00,1.771582957275388004e-01,1.637652075810720254e+00
2.396864415059117182e+00,1.739136118380094354e-01,1.638171276640197460e+00
2.396427031505948602e+00,1.706057731466480154e-01,1.637644424690140044e+00
2.395098773161883798e+00,1.697451759905579116e-01,1.637901155369593020e+00
2.394830175358148683e+00,1.685276433541443575e-01,1.637251903122666663e+00
2.393530065198436141e+00,1.687114679309969778e-01,1.637790977089619071e+00
2.392052305808685109e+00,1.678892780890780811e-01,1.638362729232721193e+00
2.391651647015882620e+00,1.668498941499372279e-01,1.638533308701816127e+00
2.389540853126352449e+00,1.661970821301830270e-01,1.638113465500563137e+00
2.387485617721536002e+00,1.659980348682039697e-01,1.639266969502051197e+00
2.387585938650016448e+00,1.650111205259987279e-01,1.640391136615027001e+00
2.386222730544890425e+00,1.633180203435632138e-01,1.640346709044275597e+00
2.385142756098774353e+00,1.616362076745088139e-01,1.641054124221927202e+00
2.882010574722176255e+00,3.967598023462143852e-01,1.861900100000528857e+00
2.880409737007753268e+00,3.949383156722253707e-01,1.862653470594921146e+00
2.875950795564957918e+00,3.957336244098539901e-01,1.863099527689286550e+00
2.873262870528862756e+00,3.929961297660934383e-01,1.862352166729867031e+00
2.869961243802253037e+00,3.918770583162845544e-01,1.862197303855065433e+00
2.865734888690810944e+00,3.923101431737213707e-01,1.863062923911009472e+00
2.862162629969014382e+00,3.904067041889776046e-01,1.861151988396357426e+00
2.859406539553518201e+00,3.891800807339231283e-01,1.861418442538554485e+00
2.363009274502492651e+00,1.580008625206836548e-01,1.637766792255258563e+00
2.359849528770578519e+00,1.590189023759010223e-01,1.635367599331661204e+00
2.357121537954407930e+00,1.615274518709965967e-01,1.634702349699529433e+00
2.353750235810662339e+00,1.629701051166674575e-01,1.634619603679387190e+00
2.349745341549431377e+00,1.645923870327100913e-01,1.634461893496483187e+00
2.347786641472003666e+00,1.652036587394325184e-01,1.631794366108006100e+00
2.344505651275099467e+00,1.679618822496444785e-01,1.629298682805403686e+00
2.342501163933223385e+00,1.686769310240966713e-01,1.628570619839178280e+00
2.340922148550015347e+00,1.706662137595249262e-01,1.627937439875067449e+00
2.338073677318689203e+00,1.721193323569702172e-01,1.627862763913295652e+00
2.336267399191007232e+00,1.731647184235263204e-01,1.626727948443773775e+00
2.333579258356361041e+00,1.749651831408105540e-01,1.627328723190878179e+00
2.331702042333399394e+00,1.751695206799775972e-01,1.626747617092004772e+00
2.329944177752909074e+00,1.760910398847199687e-01,1.627271008045394263e+00
2.327551781066179881e+00,1.785988494140144933e-01,1.626918411367573869e+00
2.325846774755085278e+00,1.791661262781319708e-01,1.627076090281983189e+00
2.322922873542777378e+00,1.810677004549048619e-01,1.626821122291626009e+00
2.321298415029886097e+00,1.814589533985750125e-01,1.626426501381061485e+00
2.319168876114071853e+00,1.828183636147110436e-01,1.626493915000560397e+00
2.317251807444464351e+00,1.831233055453130865e-01,1.626184476396974832e+00
2.316267567182258347e+00,1.830943789522595788e-01,1.625650655355199703e+00
2.314283235832084173e+00,1.827016483645315104e-01,1.625411510301066231e+00
2.312889602696865499e+00,1.827869036639260258e-01,1.624409929225538951e+00
2.311793452307793206e+00,1.831822629885211384e-01,1.623897046715698123e+00
2.309840460181348920e+00,1.825365090963253778e-01,1.623555301799751716e+00
2.309912274638824758e+00,1.805036829745296778e-01,1.621792811478481866e+00
2.308867961350229869e+00,1.797649451893682804e-01,1.620762533738846267e+00
2.307807926451816094e+00,1.781332444844593577e-01,1.619840593025782871e+00
2.307840892455584214e+00,1.778827109153211516e-01,1.618558823654342893e+00
2.306482035526506991e+00,1.761537327241812501e-01,1.618430294992747376e+00
2.305906531223644418e+00,1.742810163147689162e-01,1.617652290485936062e+00
2.304380063931862566e+00,1.735975533020877315e-01,1.616803686854830557e+00
2.304695078996614743e+00,1.701611862501785366e-01,1.614957596667914608e+00
2.304562427926632129e+00,1.675510749485129569e-01,1.613411993712848158e+00
2.305502092047320151e+00,1.638020507020079009e-01,1.611079674704732234e+00
2.305751738479397073e+00,1.596615644517549726e-01,1.609111363947279827e+00
2.307102966196612925e+00,1.541572577140372935e-01,1.606083472400338330e+00
2.309514465306319320e+00,1.483749969179580519e-01,1.603739134586933623e+00
2.313690956728384762e+00,1.416798516203612301e-01,1.598248816471079303e+00
2.319161080349092519e+00,1.317727838804750584e-01,1.593001483591329537e+00
2.329914284992314677e+00,1.213817601932272866e-01,1.582453709937686526e+00
2.341581013401244693e+00,1.073342861609823395e-01,1.573340475747951217e+00
2.351532418281026882e+00,9.312329426225664231e-02,1.565572026915240444e+00
2.202117537970629257e+00,-1.296606493034505037e-01,1.324395667525879228e+00
-1.720493891041389611e+00,6.866427622935532549e-01,1.670024709670586693e+00
2.283074585901125053e-01,9.561893495586041292e-01,1.773562503183967243e+00
2.402673700671391355e-01,9.516933594191514523e-01,1.776493918297868291e+00
2.530915464627028766e-01,9.510575904381076695e-01,1.782912420345368121e+00
2.616950614724519175e-01,9.467878658511201806e-01,1.788481724627196012e+00
2.710699555869582333e-01,9.448002641815762548e-01,1.795192037824195008e+00
2.784779338413470029e-01,9.429209330238683684e-01,1.800756461729539737e+00
2.847590166382711896e-01,9.400557980349198983e-01,1.806335937666481817e+00
2.901259654121957077e-01,9.386585773733500115e-01,1.812343952980919104e+00
2.942247010688115449e-01,9.350267440009285558e-01,1.817049398693255657e+00
2.984501395247535216e-01,9.356862566306164419e-01,1.823272150927306656e+00
3.031482184858330653e-01,9.358105867070981576e-01,1.827934558050111624e+00
3.066452040030182014e-01,9.361414712210035516e-01,1.831940468150550227e+00
3.087001030629829001e-01,9.345685982276996651e-01,1.836161534587716471e+00
3.103666863203495274e-01,9.314394413555878716e-01,1.839892785399034336e+00
3.110707994412358346e-01,9.285066191556717863e-01,1.842925238302537405e+00
3.114758610347050372e-01,9.267735529707221698e-01,1.846746464228820717e+00
3.118584131884217792e-01,9.248282967583100200e-01,1.850741214521651301e+00
3.139104317715079584e-01,9.272589612877301102e-01,1.852901977906995512e+00
3.154551394430056277e-01,9.289568749608603238e-01,1.854625726987074508e+00
3.151443404961978834e-01,9.287883588613831121e-01,1.856441907360375287e+00
3.152210309735247185e-01,9.284417994359730475e-01,1.857686411666120696e+00
3.144904218012020136e-01,9.283966674309662714e-01,1.860005034563945170e+00
3.141872020392146858e-01,9.285367213066240133e-01,1.862155632077326484e+00
3.138417799829599786e-01,9.293765792304788942e-01,1.864300134938620346e+00
3.127009776536112673e-01,9.296346491357769803e-01,1.865390448077354435e+00
3.117227484866798015e-01,9.306507258726306464e-01,1.867050396807198087e+00
3.102502113292427977e-01,9.315205978054194036e-01,1.868287472908288782e+00
3.079577413372456829e-01,9.325718302776987434e-01,1.870445881816861000e+00
3.061422030386408144e-01,9.333117050512392820e-01,1.872072665050541485e+00
3.050245055297232111e-01,9.352124203514399214e-01,1.874506751040979635e+00
3.032328030667384988e-01,9.364080034497993532e-01,1.875118504404918340e+00
3.012158799968893685e-01,9.376872249276057003e-01,1.876423275083528797e+00
2.996411110731845850e-01,9.388367204848218073e-01,1.877513709996899038e+00
2.977307378358720058e-01,9.384768005748485020e-01,1.877911835576758559e+00
2.955157358651196442e-01,9.382955732071993626e-01,1.878474584257693980e+00
2.931170246088868891e-01,9.400495003645523706e-01,1.878676353736448146e+00
2.922853710015136941e-01,9.442715713536004030e-01,1.878207186062241796e+00
2.904693056412214758e-01,9.461089285765751367e-01,1.878370761134413591e+00
2.890999216493623791e-01,9.471664196566846883e-01,1.878025203164183088e+00
2.874497470514371100e-01,9.487838259231519134e-01,1.877923800723308112e+00
2.868991914709317914e-01,9.503203644503864789e-01,1.876840733161964536e+00
2.855517673333485273e-01,9.510537454101946064e-01,1.875908869297028714e+00
2.847633364768359376e-01,9.512745282749298648e-01,1.875247373766026238e+00
2.845867917303535055e-01,9.506403323995982202e-01,1.872640771580470265e+00
2.848499153342006207e-01,9.503530779285198626e-01,1.870820529491146411e+00
2.845846720909955274e-01,9.483609651507711735e-01,1.868219282772169976e+00
2.841039044293081073e-01,9.457818906722637031e-01,1.864878523174844815e+00
2.844868436605584305e-01,9.447100283417828592e-01,1.859923421030663881e+00
2.848947229756063626e-01,9.432526461353669678e-01,1.853634085005542609e+00
2.841055343069583961e-01,9.411333483929559263e-01,1.847321072441189926e+00
2.834207684729531662e-01,9.384487552913373110e-01,1.839739045942462514e+00
2.815343981389425987e-01,9.339910283711923000e-01,1.830631381149259163e+00
2.771111337169592792e-01,9.269186186296021202e-01,1.818086279291522445e+00
2.738435643878266990e-01,9.250019570039827999e-01,1.805491357350565096e+00
2.678825890491971506e-01,9.216021478412879109e-01,1.791580552567634932e+00
2.573871652112877939e-01,9.156927415754770871e-01,1.774127150332879044e+00
3.502035171397866797e+00,2.517158807943705723e-01,1.593938467315546337e+00
1.494656505370909105e+00,1.480636447693869928e-01,2.230599225204798586e+00
3.441844994188790974e+00,4.380264027981109476e-01,1.822268162979434836e+00
1.516405152568405912e+00,2.580867911315577468e-01,2.266528647035942701e+00
1.526136111800977080e+00,2.553752124027602322e-01,2.262678179590915661e+00
1.535861431361654317e+00,2.548315783323992223e-01,2.259459102239431250e+00
1.544291695829409061e+00,2.596627343293793633e-01,2.256136985634595415e+00
1.553124167717874426e+00,2.560599845904487637e-01,2.253364163850932300e+00
1.543880585257071836e+00,-7.859870166574042241e-04,1.920246165100362168e+00
3.246542342382488400e+00,5.389692089184623391e-01,1.862371754986673400e+00
1.581859860868688905e+00,2.642155824616853055e-01,2.242412214226196632e+00
1.586438527606492732e+00,2.657605129812706801e-01,2.240975342275849158e+00
1.577244878541088413e+00,2.490253255633752619e-02,1.912822531173935303e+00
1.583263050433840080e+00,3.281412290887832789e-02,1.911983923676698005e+00
1.588629815869999407e+00,3.783401766926428739e-02,1.911124290175449048e+00
1.599849210124029364e+00,4.500665569917603609e-02,1.906603243695990768e+00
3.299087666195671620e+00,5.259467514345043115e-01,1.593982490892558168e+00
3.287343325580946107e+00,5.345561969879625286e-01,1.594788728807890577e+00
1.612379002016938179e+00,6.041207740432830153e-02,1.907014588481998674e+00
2.576405873985352368e+00,3.169692796816933611e-01,1.684557569933621268e+00
2.577338213357375007e+00,3.249984292054124424e-01,1.682291387881627243e+00
1.630109211198178087e+00,7.823461840888083774e-02,1.902658547759022101e+00
1.631393810465296967e+00,7.871206366088485951e-02,1.903448711061786147e+00
1.638824133656533233e+00,7.967758414745197693e-02,1.900863362344364482e+00
1.640031350264421484e+00,8.583914667614421512e-02,1.901595126270126501e+00
1.641746129373521823e+00,9.136375925650173924e-02,1.902483267467822925e+00
2.492091149460211152e+00,3.554288836654062034e-01,1.705664524150103389e+00
3.132235077661350342e+00,5.809072933313380593e-01,1.624279515476142910e+00
3.146714252773046283e+00,6.085021902671494676e-01,1.611724069318070329e+00
2.373053368461372603e+00,1.458875357238849646e-01,1.431592953875558738e+00
2.370762027625365143e+00,1.588373291986300284e-01,1.429857988546877845e+00
2.346361325563388167e+00,1.667085886918105997e-01,1.441069582498115675e+00
2.352237325485781128e+00,1.792743076019983062e-01,1.447450404769652810e+00
2.435335963691654282e+00,3.815674029380464738e-01,1.706896798883663635e+00
1.677879527157203121e+00,1.270932251156508819e-01,1.884310995461324412e+00
1.683039015606175859e+00,1.308774258168645399e-01,1.882397065321657736e+00
3.065371941595051553e+00,6.209571808795826264e-01,1.619260123874903812e+00
3.033308792731564285e+00,6.019642326117323750e-01,1.633826998060307067e+00
3.023985781201123491e+00,6.072480594911293661e-01,1.632434346056095054e+00
2.390325752046666086e+00,4.037819937503293599e-01,1.707322713645954559e+00
2.377777932542357586e+00,4.089373639014808326e-01,1.708926525164192300e+00
2.371430754890341497e+00,4.134139105469280540e-01,1.708309619733410889e+00
2.365143303888024295e+00,4.173033619289537310e-01,1.708031431055697658e+00
2.358353041265447203e+00,4.200103716976396062e-01,1.708214141392308649e+00
2.352350022778055383e+00,4.233613595156442977e-01,1.708303360398706117e+00
2.347303054794493082e+00,4.270824404342107861e-01,1.708034424229345705e+00
2.340916964787394416e+00,4.294774842438593976e-01,1.709215901436627050e+00
2.336489118556031475e+00,4.312857536063743891e-01,1.709452482205639612e+00
2.331146199416771481e+00,4.353146666376919161e-01,1.708736539522654807e+00
2.326551617005312433e+00,4.383178997530293164e-01,1.708643645619029483e+00
2.323138816625587300e+00,4.409572792105154737e-01,1.708364481485502795e+00
2.317531167020667748e+00,4.439378395319431014e-01,1.709766621611448656e+00
2.314425760280554467e+00,4.464867664798068958e-01,1.709911856117660278e+00
2.310805456557146531e+00,4.487079465149055868e-01,1.710510951021786186e+00
2.307942327211412348e+00,4.507087089957752535e-01,1.710500169123659875e+00
2.303709749388801242e+00,4.532084850705276335e-01,1.711420180291186810e+00
2.301134372829734431e+00,4.546681936559027193e-01,1.711774562841522851e+00
2.297832801593580943e+00,4.559894963730150574e-01,1.712407081794279806e+00
2.293198170368647038e+00,4.579405540714814316e-01,1.713548902592211931e+00
2.290503300803877984e+00,4.608119764410101293e-01,1.713473146745441156e+00
2.286683782078661853e+00,4.630833654785161957e-01,1.714148787515924255e+00
2.282989138858381839e+00,4.648388042582040636e-01,1.714976366890211601e+00
2.279796439354012438e+00,4.673189455823296701e-01,1.715117232235201072e+00
2.276637386552309295e+00,4.698442174777872071e-01,1.715602906317654330e+00
2.272801700208595843e+00,4.720294726953072062e-01,1.716212604364334426e+00
2.268912092868536678e+00,4.741931891279159150e-01,1.716854327615674691e+00
2.264845689334654910e+00,4.770518580924696384e-01,1.717372691601134704e+00
2.259843405022407214e+00,4.791971684572993162e-01,1.718495643924433436e+00
2.255515012122373708e+00,4.809609450809319564e-01,1.719448432193478427e+00
2.251550229540498549e+00,4.833846554834846931e-01,1.719968281736227844e+00
2.255489693240512850e+00,4.832857532567569336e-01,1.719338884088300157e+00
1.716497881527400793e+00,2.103598154451919722e-01,1.880834467883263805e+00
1.716036557991473588e+00,2.123659445478336127e-01,1.881187593199038277e+00
2.232443862359871023e+00,4.911777556153728574e-01,1.722521560967653187e+00
2.224151589817955799e+00,4.944996211200058944e-01,1.724471188455917847e+00
2.218020292706157637e+00,4.979090032280336087e-01,1.725104249573791604e+00
2.212968704871516312e+00,4.999190086889414020e-01,1.726604753984360530e+00
2.208574647481280184e+00,5.035824631116031513e-01,1.727407068174032334e+00
2.205559471497321677e+00,5.056130723357131762e-01,1.727749731406651224e+00
2.201537833007924938e+00,5.092183872435873671e-01,1.728325590962417335e+00
2.196298911200623483e+00,5.116865427178208803e-01,1.730010939381188662e+00
2.192819725923498275e+00,5.144480603787515705e-01,1.731056955504643780e+00
2.187792174783989907e+00,5.172468164285309866e-01,1.732129955571932500e+00
2.182300291571946715e+00,5.215134702789603338e-01,1.733543675711706866e+00
2.178496649915942829e+00,5.252473718761135890e-01,1.733937751024409613e+00
2.173995227611321024e+00,5.297371273166475714e-01,1.734879788251199484e+00
2.169751955867468052e+00,5.339091561713931178e-01,1.735915701224322261e+00
2.167022494453187065e+00,5.371170259078109632e-01,1.736783333618719061e+00
2.164125930772642370e+00,5.405639633545172851e-01,1.737550005726925084e+00
2.162460548473032595e+00,5.450903452504708424e-01,1.737759992507696971e+00
2.159092157374787213e+00,5.493983832527611355e-01,1.738837723962007198e+00
2.157946503723749743e+00,5.532375742354952441e-01,1.738411611753771568e+00
2.156162987608104764e+00,5.578258244485083672e-01,1.738660387016118358e+00
2.153595273501577534e+00,5.614268769839226847e-01,1.740023376267473942e+00
2.152233085161185944e+00,5.660492438456089515e-01,1.740143027470057335e+00
1.718738918681077976e+00,2.681621632208506800e-01,1.897835778329751477e+00
2.148874501632225265e+00,5.741044199958619254e-01,1.741125140945124938e+00
1.718002729088073499e+00,2.717844572850697249e-01,1.898744836103136935e+00
1.721345238620215712e+00,2.705616707374535190e-01,1.896629978087472246e+00
2.152231250561502218e+00,6.037548797296969916e-01,1.733522865790945611e+00
2.158592582391538173e+00,6.145027903408971648e-01,1.730946063699468240e+00
1.715630101504727945e+00,2.761921523471429496e-01,1.903112561343850428e+00
1.716023715153862428e+00,2.808641005325306361e-01,1.904670095369444871e+00
2.140225654576744407e+00,4.739815863454821532e-01,1.486520724819596850e+00
2.136711595252855922e+00,4.825073926577988503e-01,1.486859189001772386e+00
2.136816902940397611e+00,4.888801484478948467e-01,1.485118238932993773e+00
2.146583658013504703e+00,4.954679480852429152e-01,1.481087005745483243e+00
2.140311652647048923e+00,5.055002849580743085e-01,1.483282663188012496e+00
2.136435510852086050e+00,5.130176721859081024e-01,1.483309591707188568e+00
2.130579298329795979e+00,5.178627883868325288e-01,1.486357906957529673e+00
2.131541415441869258e+00,5.244680666079899467e-01,1.485438726327556802e+00
2.127500097373686394e+00,5.298130178019599956e-01,1.486475572448807680e+00
2.125544662563980669e+00,5.356186440566550466e-01,1.487233699844368040e+00
2.122518069916236705e+00,5.425393540860228292e-01,1.488645079616649713e+00
2.120382166841259686e+00,5.478906315209760569e-01,1.489435606308284310e+00
2.117460265042978573e+00,5.509399986037235575e-01,1.490721656460884725e+00
2.113210451262588663e+00,5.573334384053647561e-01,1.492261818104332782e+00
2.111149913731938277e+00,5.633801457183604811e-01,1.493490474201832008e+00
2.109226750747243528e+00,5.676686207977987841e-01,1.493826875703123225e+00
2.106949119864284903e+00,5.720845479376280851e-01,1.494832697239755870e+00
2.110878012839213724e+00,5.778521038283823685e-01,1.493412824873103339e+00
2.105262862820571179e+00,5.812930991937343972e-01,1.495305538223951292e+00
2.104025856651837056e+00,5.844835659494318492e-01,1.495571113222894155e+00
2.097530787048576428e+00,5.835824167139509466e-01,1.499730434774927179e+00
2.096839063401670256e+00,5.855963516818243342e-01,1.500495241801391044e+00
2.094994439836638467e+00,5.893061956409499924e-01,1.500718547068751629e+00
2.093798529855432022e+00,5.918557617273056959e-01,1.501094813658563343e+00
2.092044280699115966e+00,5.948815110455560884e-01,1.500990425013263518e+00
2.091123805974981487e+00,5.969264885144941468e-01,1.501124979319555131e+00
2.090813398163407388e+00,5.991808710262476190e-01,1.501027682675482033e+00
2.092121771400542229e+00,6.012858198501958018e-01,1.500077490129414937e+00
2.091137514735411429e+00,6.030810953958350984e-01,1.500350976825410854e+00
2.090050020942523901e+00,6.041973249324292805e-01,1.500333869527283648e+00
2.088671866889363571e+00,6.054049586121125204e-01,1.500437547313693720e+00
2.086874901340562527e+00,6.063242261334285121e-01,1.500469976983280995e+00
2.086233533052343603e+00,6.073210849965062774e-01,1.499904883470037475e+00
2.085719715455490064e+00,6.077704123002116710e-01,1.499887857513196199e+00
2.085257450022644843e+00,6.083312983580375644e-01,1.499656672509588784e+00
2.084205778732782122e+00,6.083176275829679236e-01,1.499444767227643194e+00
2.083100539442431565e+00,6.082478494105274525e-01,1.498329826635809603e+00
2.083379225634260035e+00,6.085777659479369994e-01,1.497945680691623593e+00
2.081865602404788351e+00,6.077276954916518426e-01,1.497736013368177854e+00
2.080681958846123614e+00,6.079438591119377122e-01,1.497568125724654031e+00
2.079502661200724134e+00,6.073763414775177338e-01,1.497638417848880632e+00
2.078490110786606060e+00,6.079735974008318999e-01,1.496897834362912683e+00
2.077208229014222418e+00,6.081107448845979313e-01,1.496981673319056405e+00
2.076096620477395405e+00,6.080107257557731959e-01,1.496870906011311675e+00
2.073844595240647237e+00,6.094369902668177463e-01,1.497366059959370110e+00
2.072575708313335596e+00,6.108335359745858950e-01,1.497437415275830741e+00
2.070300937303531263e+00,6.128242553354513733e-01,1.497657354129355411e+00
2.068212201672840145e+00,6.152810449232677392e-01,1.498296691798249203e+00
2.066852467391059545e+00,6.187665441924657950e-01,1.498337998436593654e+00
2.064283927271307384e+00,6.224879091453374702e-01,1.499115028753365220e+00
2.061880145974751777e+00,6.272189590971591899e-01,1.499589726033269343e+00
2.058059106368890223e+00,6.332089567541744346e-01,1.500820862682616053e+00
2.054673737302151970e+00,6.397471937223734306e-01,1.502391173584145312e+00
1.723970079298051461e+00,2.894381422977478913e-01,1.318992780299462764e+00
2.056605885018501390e+00,6.563672761538775768e-01,1.500339041442247279e+00
1.741229785614831549e+00,3.142078865718730407e-01,1.321431865042513421e+00
1.206141330020080726e+00,-3.572147698825716144e-01,1.820464515399571104e+00
-1.651949121496487649e-01,1.980666468816635550e+00,-2.490035525176633457e-01
-3.851952328154236715e-01,2.168039729207674959e+00,-3.935845799652181731e-01
-1.890809222878014895e-01,1.901350079419252825e+00,-2.351664507924204339e-01
-1.975100841388243156e-01,1.870559616572487593e+00,-2.300603438679964807e-01
-2.059522572872670709e-01,1.838362646970235659e+00,-2.236751216595465885e-01
-2.130014911421193591e-01,1.812887782628500144e+00,-2.196180565802466622e-01
-2.155895912333650744e-01,1.785761641960164958e+00,-2.139635573103867705e-01
-2.196967605692240477e-01,1.762749857547152077e+00,-2.087794596058403229e-01
-2.263903658063383673e-01,1.749977925688346758e+00,-2.066625784624854800e-01
-2.282862477474468799e-01,1.717773283142445040e+00,-2.004684130634244443e-01
-2.303516101987457265e-01,1.700320361531024282e+00,-1.965942125040415489e-01
-2.340943272688248977e-01,1.677157201606750414e+00,-1.929365942639032772e-01
-2.362123870126177638e-01,1.655924091481466132e+00,-1.889551593299103327e-01
-2.360858229535365838e-01,1.639450943525975868e+00,-1.848327843866209852e-01
-2.368187078012873314e-01,1.622033343998295241e+00,-1.812425080463637705e-01
-2.376340621298731470e-01,1.606839682180517315e+00,-1.777731440286320352e-01
5.579859647420994939e-01,8.444231668203519003e-01,1.227918659682662172e-01
5.541616992879321302e-01,8.434969954379502033e-01,1.216427521948401924e-01
5.527788103204436254e-01,8.447258389417667823e-01,1.212369583816284568e-01
5.501841572251072732e-01,8.440257943862403689e-01,1.205962327191510419e-01
5.480270414899381937e-01,8.445388001170550663e-01,1.196803145233731047e-01
5.465739320013789371e-01,8.451629809206688826e-01,1.193065618966487884e-01
5.452997004217349231e-01,8.463250924632257366e-01,1.185686372289418422e-01
5.430401484231919262e-01,8.470218227088279761e-01,1.175335705522706498e-01
5.421947161838610585e-01,8.472214956096209004e-01,1.173414821580993916e-01
5.416123090473703439e-01,8.474643719164801636e-01,1.173187325933287561e-01
5.406043728514310365e-01,8.467290272540481944e-01,1.172522884728845471e-01
5.400219234417296121e-01,8.474485289232531748e-01,1.168608554836929880e-01
5.394981798092600700e-01,8.477493490816268018e-01,1.169753565931851980e-01
5.386125149278023772e-01,8.485124544633715349e-01,1.164662148778457251e-01
5.383185467133525526e-01,8.484297800340276918e-01,1.165286750654522807e-01
5.371909000488501729e-01,8.484398030060752438e-01,1.162777363739124215e-01
5.375859882501585751e-01,8.491752520924755743e-01,1.163315281750687824e-01
5.370318542512744209e-01,8.492003421344286318e-01,1.164545764177837839e-01
5.367811583760565552e-01,8.495093745656718820e-01,1.162889726873565788e-01
5.361488059319108324e-01,8.497196113007376983e-01,1.161047260904558287e-01
5.367610340790773815e-01,8.501843648568678802e-01,1.164247044592113811e-01
5.369363718798758622e-01,8.514316796994628733e-01,1.158647417198878926e-01
5.356505108193547748e-01,8.505273826009343008e-01,1.162144783086991318e-01
5.356840002413331137e-01,8.508363454636409529e-01,1.162319504646724400e-01
5.358262021469168968e-01,8.509107128652413365e-01,1.164196522042076631e-01
5.354402205730965925e-01,8.513148775481351738e-01,1.163396108705802845e-01
5.358383382842351050e-01,8.520677430343783776e-01,1.165552274928446097e-01
5.351458386432463854e-01,8.521585557639137498e-01,1.162937560420597982e-01
5.352461238967445301e-01,8.522935495653235494e-01,1.163766555567507244e-01
5.342587979607554827e-01,8.524898102922429111e-01,1.159762940657035613e-01
5.338322790138098073e-01,8.521640842964561813e-01,1.161169833694109810e-01
5.336481875884584447e-01,8.521942245661727755e-01,1.161220992919086981e-01
5.332577782610733452e-01,8.526525542026053284e-01,1.159538103888356764e-01
5.326683990053879825e-01,8.524828515292437459e-01,1.158719891925051315e-01
5.316977886779696849e-01,8.519503860367144688e-01,1.159303556506166288e-01
5.319918603433464455e-01,8.521638053356213049e-01,1.158232999260745688e-01
5.308236222514060021e-01,8.528233534750566669e-01,1.149576992076580262e-01
5.299277784992615370e-01,8.528774494038759979e-01,1.147403363592996439e-01
5.295023373180922643e-01,8.518499887357275924e-01,1.148734828881384507e-01
5.285849777689649587e-01,8.520260274196328476e-01,1.146394900578518727e-01
5.279924377425535553e-01,8.522010016071097649e-01,1.143205244152617484e-01
5.281172803052809339e-01,8.521017226266862643e-01,1.144153370284352045e-01
5.268882588759936647e-01,8.520268057258704175e-01,1.136088866258712915e-01
5.254257687788064235e-01,8.516142691000184728e-01,1.132040943313592229e-01
5.252065982968051605e-01,8.506967900596368315e-01,1.133378926662296782e-01
5.231560366545531249e-01,8.501451025398443218e-01,1.123735230668444218e-01
5.240894379875992160e-01,8.491753120547662625e-01,1.132682662076834046e-01
5.225374807564311386e-01,8.490295405750658553e-01,1.124034016676012382e-01
5.258593258958288441e-01,8.521607947156709661e-01,1.132081145859830662e-01
5.248205902109128740e-01,8.515263178873808680e-01,1.132359913458774736e-01
5.233154688477400507e-01,8.505540110789420183e-01,1.120807683648874509e-01
5.231737770639290908e-01,8.525467010715036542e-01,1.114010515202411844e-01
1.399794231295372393e+00,8.077804962353818397e-02,4.114161280733442116e-01
1.416425712173695839e+00,9.683023466740403595e-02,4.078565175451495106e-01
1.435065072046461498e+00,1.125022449722841711e-01,4.060184387846557108e-01
1.449484076613564820e+00,1.284423023075955128e-01,4.027504770938453715e-01
-6.337072275692852141e-01,9.339264494442093278e-01,2.690279955293151115e-02
-6.451693283268078449e-01,9.381791928376898015e-01,2.487886947714479380e-02
-6.579940061159634812e-01,9.442673246892820949e-01,2.247201594152631321e-02
-6.639431563575792783e-01,9.484366887188150352e-01,2.180930855053903050e-02
-6.716912480477705838e-01,9.484243615517700121e-01,2.070091466336193564e-02
-9.468471147114931874e-02,8.161850744842680250e-01,6.013581271623888447e-02
-6.850158124771528190e-01,9.488866616255501318e-01,2.199896537552281650e-02
-6.964237563703781220e-01,9.519703894161121172e-01,2.049063899207359540e-02
-7.084226130246240594e-01,9.535909158335833524e-01,2.000238525516928600e-02
-7.173683419164893493e-01,9.582512446414753748e-01,1.918236991482391574e-02
-7.261107362434697787e-01,9.600248006563371073e-01,1.804667725814229629e-02
-7.289722382503873721e-01,9.598186277274972644e-01,1.897158821671296458e-02
-7.331357216377702990e-01,9.630885701970047785e-01,1.880188305952157357e-02
-7.381158556745057719e-01,9.640385942104158223e-01,1.805941219787088325e-02
-7.418208152596301730e-01,9.677111963916912307e-01,1.646049186625075933e-02
-7.429623492584203071e-01,9.726822573120788018e-01,1.507733230347152453e-02
